Review text,Ratings,sentiment,clean_review
Best choice for Indian conditions. Lasts longer for beginners and intermediate players. Always receiving original product from Flipkart.READ MORE,4,1,best choice indian condition last longer beginner intermediate player always receiving original product flipkartread
Nice product.......... durable alsoREAD MORE,4,1,nice product durable alsoread
Not likedREAD MORE,1,0,likedread
lasting....READ MORE,5,1,lastingread
GoodREAD MORE,3,0,goodread
GoodREAD MORE,5,1,goodread
niceREAD MORE,3,0,niceread
In 6 Shuttles only 2 are original shuttles....READ MORE,2,0,shuttle original shuttlesread
Super QualityREAD MORE,5,1,super qualityread
good just like feather shuttleREAD MORE,5,1,good like feather shuttleread
Quality good.... cheaper than shops...speed ok...READ MORE,5,1,quality good cheaper shopsspeed okread
okREAD MORE,3,0,okread
Best in Value. Used it.READ MORE,5,1,best value used itread
Original productREAD MORE,4,1,original productread
good qualityREAD MORE,5,1,good qualityread
Bit costlyREAD MORE,5,1,bit costlyread
"Excellent service, got in one day even at remote location like GangtokREAD MORE",4,1,excellent service got one day even remote location like gangtokread
Best product and lowest price 664READ MORE,5,1,best product lowest price read
bestREAD MORE,4,1,bestread
Nice shuttle you can order itREAD MORE,3,0,nice shuttle order itread
Very good correct flight and reliableREAD MORE,5,1,good correct flight reliableread
Useless  productREAD MORE,1,0,useless productread
Good product fast deliveryREAD MORE,5,1,good product fast deliveryread
Original item with much lower price than the local market.READ MORE,5,1,original item much lower price local marketread
Money worthyREAD MORE,4,1,money worthyread
Very good.. thanks fkartREAD MORE,4,1,good thanks fkartread
Not of good quality plesae don't purchaseREAD MORE,1,0,good quality plesae dont purchaseread
Nice shuttleREAD MORE,5,1,nice shuttleread
Got the product as expectedREAD MORE,4,1,got product expectedread
"Good,  but light wet heREAD MORE",5,1,good light wet heread
goodREAD MORE,5,1,goodread
Good itemREAD MORE,1,0,good itemread
good oneREAD MORE,5,1,good oneread
Shuttles are not long lasting...READ MORE,3,0,shuttle long lastingread
GoodREAD MORE,1,0,goodread
thanks flipcartREAD MORE,5,1,thanks flipcartread
SuperREAD MORE,5,1,superread
goodREAD MORE,5,1,goodread
I'm a regular buyer but this time I got very bad quality shuttlesREAD MORE,2,0,im regular buyer time got bad quality shuttlesread
Very bad product given faults in the shuttlesREAD MORE,1,0,bad product given fault shuttlesread
Each shuttle lasted for 2-3 days onlyREAD MORE,3,0,shuttle lasted day onlyread
orginal productREAD MORE,4,1,orginal productread
not badREAD MORE,5,1,badread
very osom productREAD MORE,5,1,osom productread
Great for playREAD MORE,4,1,great playread
Good productREAD MORE,5,1,good productread
GoodREAD MORE,5,1,goodread
Such a good product ? for shuttle loversREAD MORE,5,1,good product shuttle loversread
goodREAD MORE,5,1,goodread
superREAD MORE,5,1,superread
Still GoodREAD MORE,5,1,still goodread
superb shuttlesREAD MORE,5,1,superb shuttlesread
original yonex shuttlecocksREAD MORE,5,1,original yonex shuttlecocksread
strong n durableREAD MORE,4,1,strong n durableread
NiceREAD MORE,5,1,niceread
"this is not original shuttle , fulll money wasteREAD MORE",1,0,original shuttle fulll money wasteread
goodREAD MORE,5,1,goodread
Nice productREAD MORE,4,1,nice productread
goodREAD MORE,5,1,goodread
It's a good purchase.READ MORE,4,1,good purchaseread
one day for one shuttle worst quality by flipkartREAD MORE,1,0,one day one shuttle worst quality flipkartread
niceREAD MORE,5,1,niceread
NiceREAD MORE,5,1,niceread
goodREAD MORE,5,1,goodread
GoodREAD MORE,4,1,goodread
nice productREAD MORE,5,1,nice productread
good oneREAD MORE,4,1,good oneread
good productREAD MORE,5,1,good productread
good productsREAD MORE,5,1,good productsread
Good productREAD MORE,5,1,good productread
1 shuttle max can be played 2 times considering 1.5 hrs hard play time.  But good thing is seller sends the genuine product as Sunrise authentication passed. Ordered second one.READ MORE,4,1,shuttle max played time considering hr hard play time good thing seller sends genuine product sunrise authentication passed ordered second oneread
niceREAD MORE,4,1,niceread
"Always the best,satisfaction guaranteed.never disappoints me. only issue, the bottom cork might crack if gets hard hit by the metal frame of the racquet. easily lasts to 1 week per shuttle even after harsh gameplay.always the best, MAVIS 350😍💗💖READ MORE",5,1,always bestsatisfaction guaranteednever disappoints issue bottom cork might crack get hard hit metal frame racquet easily last week per shuttle even harsh gameplayalways best mavis read
very nice shuttle I fall in love with this shuttle got It be very cheap from flipkart thanks flipkart for saving my moneyREAD MORE,5,1,nice shuttle fall love shuttle got cheap flipkart thanks flipkart saving moneyread
"This time quality not good, please care about it brotherREAD MORE",3,0,time quality good please care brotherread
original and yes the best shuttle in the market ryt now.READ MORE,5,1,original yes best shuttle market ryt nowread
excellent product.. good quality..  🥰 loved it...  and last longREAD MORE,5,1,excellent product good quality loved last longread
Bad qualityREAD MORE,1,0,bad qualityread
great but seems fast than naturalREAD MORE,4,1,great seems fast naturalread
These are low quality shuttles which do not sustain even for a 2 hour game. Please do not buy from here.READ MORE,1,0,low quality shuttle sustain even hour game please buy hereread
It's awesome ...READ MORE,4,1,awesome read
goodREAD MORE,4,1,goodread
niceREAD MORE,5,1,niceread
Nice productREAD MORE,5,1,nice productread
goodREAD MORE,4,1,goodread
good product fullfill my expectation thank you flipkartREAD MORE,5,1,good product fullfill expectation thank flipkartread
BestREAD MORE,5,1,bestread
Not goodREAD MORE,1,0,goodread
worst productREAD MORE,1,0,worst productread
"Original one, very nice to play.. bought this @ 699...READ MORE",4,1,original one nice play bought read
GoodREAD MORE,3,0,goodread
GoodREAD MORE,5,1,goodread
Good oneREAD MORE,5,1,good oneread
I am happy with this productREAD MORE,5,1,happy productread
niceREAD MORE,4,1,niceread
BestREAD MORE,5,1,bestread
"original from yonex, great value for moneyREAD MORE",5,1,original yonex great value moneyread
Lasting only for 3 gamesREAD MORE,1,0,lasting gamesread
good productREAD MORE,5,1,good productread
goodREAD MORE,5,1,goodread
goodREAD MORE,4,1,goodread
good qualityREAD MORE,5,1,good qualityread
not badREAD MORE,2,0,badread
WorstREAD MORE,1,0,worstread
superb productREAD MORE,5,1,superb productread
good productREAD MORE,4,1,good productread
good product and Long time certificationREAD MORE,5,1,good product long time certificationread
Bad qualityREAD MORE,1,0,bad qualityread
niceREAD MORE,5,1,niceread
goodREAD MORE,4,1,goodread
niceREAD MORE,5,1,niceread
SatisfiedREAD MORE,4,1,satisfiedread
very niceREAD MORE,5,1,niceread
GoodREAD MORE,4,1,goodread
Nice delivery of the product and very punctual according to the timingREAD MORE,5,1,nice delivery product punctual according timingread
get damaged very soonREAD MORE,2,0,get damaged soonread
original productREAD MORE,5,1,original productread
Best purchaseREAD MORE,4,1,best purchaseread
great productthanks FlipkartREAD MORE,4,1,great productthanks flipkartread
quality is very poor.READ MORE,1,0,quality poorread
Nice ProductREAD MORE,5,1,nice productread
worth for moneyREAD MORE,4,1,worth moneyread
Osm very niceREAD MORE,3,0,osm niceread
worst. two pieces were damaged tooREAD MORE,1,0,worst two piece damaged tooread
some shuttle are too good and some are not that muchREAD MORE,3,0,shuttle good muchread
Very good productREAD MORE,5,1,good productread
nyc productREAD MORE,5,1,nyc productread
Quality not good giving damage goods .READ MORE,1,0,quality good giving damage good read
the product is very damagedREAD MORE,1,0,product damagedread
SuperREAD MORE,5,1,superread
wasteREAD MORE,1,0,wasteread
nice productREAD MORE,4,1,nice productread
Meterial is low qualityREAD MORE,2,0,meterial low qualityread
nice productREAD MORE,5,1,nice productread
very nice shuttleREAD MORE,5,1,nice shuttleread
It's very attractive and smart...READ MORE,4,1,attractive smartread
not good for wintersREAD MORE,3,0,good wintersread
Nice shuttleREAD MORE,5,1,nice shuttleread
Thanks flipkart for delivering in just 12hrs.READ MORE,1,0,thanks flipkart delivering hrsread
I am satisfied with the productREAD MORE,5,1,satisfied productread
Not a good product  shuttle damages for only for 3 matchesREAD MORE,5,1,good product shuttle damage matchesread
excellentREAD MORE,5,1,excellentread
work goodREAD MORE,4,1,work goodread
super productREAD MORE,5,1,super productread
very good perfomingREAD MORE,5,1,good perfomingread
Good quality  genuine productREAD MORE,5,1,good quality genuine productread
very badREAD MORE,1,0,badread
normal qualityREAD MORE,3,0,normal qualityread
wasteREAD MORE,2,0,wasteread
"Very badd quality, and do not last.READ MORE",1,0,badd quality lastread
best quality productREAD MORE,5,1,best quality productread
I like itREAD MORE,5,1,like itread
It's look very hard.. For playing not a original quality....READ MORE,2,0,look hard playing original qualityread
not goodREAD MORE,2,0,goodread
goodREAD MORE,5,1,goodread
Simply superbREAD MORE,4,1,simply superbread
goodREAD MORE,4,1,goodread
damaged so early.READ MORE,2,0,damaged earlyread
nice productREAD MORE,5,1,nice productread
goodREAD MORE,4,1,goodread
not satisfied with the quality of productREAD MORE,3,0,satisfied quality productread
💯% Genuine ProductREAD MORE,5,1,genuine productread
Very good product at a reasonable price.READ MORE,5,1,good product reasonable priceread
It's goodREAD MORE,4,1,goodread
Good as usualREAD MORE,5,1,good usualread
good and genuineREAD MORE,5,1,good genuineread
NiceREAD MORE,5,1,niceread
some shuttle were very poor qualityREAD MORE,3,0,shuttle poor qualityread
ExcellentREAD MORE,5,1,excellentread
Shuttle is not durable.READ MORE,1,0,shuttle durableread
very patheticREAD MORE,1,0,patheticread
good service and nice productREAD MORE,1,0,good service nice productread
Very good product .. we hv been playing with this product from two years..READ MORE,5,1,good product hv playing product two yearsread
Ready to play..☺️ Best price..READ MORE,5,1,ready play best priceread
Its niceREAD MORE,4,1,niceread
product is very good..but it takes 6 days to deliver😮😮😮READ MORE,5,1,product goodbut take day deliverread
"great quality product , deserve the price @699.READ MORE",5,1,great quality product deserve price read
GoodREAD MORE,5,1,goodread
very slow shuttleREAD MORE,5,1,slow shuttleread
varry good productREAD MORE,5,1,varry good productread
nice productREAD MORE,5,1,nice productread
The first shuttle was authentic but the rest of the shuttles can compete with SpaceX rockets in terms of speed. Highly disappointed!READ MORE,1,0,first shuttle authentic rest shuttle compete spacex rocket term speed highly disappointedread
superREAD MORE,4,1,superread
superbREAD MORE,5,1,superbread
packing was very bad. All shuttles damaged.READ MORE,1,0,packing bad shuttle damagedread
good onewe are playing outdoor and indoorREAD MORE,5,1,good onewe playing outdoor indoorread
the shuttles are not genuine.READ MORE,1,0,shuttle genuineread
goodREAD MORE,3,0,goodread
"as expected, recommendREAD MORE",5,1,expected recommendread
Nice shuttle quality.READ MORE,5,1,nice shuttle qualityread
niceREAD MORE,5,1,niceread
awesomeREAD MORE,5,1,awesomeread
Nice but seems it is not original.READ MORE,4,1,nice seems originalread
"nice shuttle, full control over palyREAD MORE",5,1,nice shuttle full control palyread
just okREAD MORE,3,0,okread
good qualityREAD MORE,5,1,good qualityread
awesomeREAD MORE,4,1,awesomeread
excellentREAD MORE,5,1,excellentread
Bad productsREAD MORE,2,0,bad productsread
ok okREAD MORE,4,1,ok okread
satisfiedREAD MORE,5,1,satisfiedread
worthREAD MORE,5,1,worthread
AswamREAD MORE,5,1,aswamread
goodREAD MORE,5,1,goodread
Very goodREAD MORE,5,1,goodread
Very powerfulREAD MORE,5,1,powerfulread
niceREAD MORE,5,1,niceread
very goodREAD MORE,5,1,goodread
just suprrbbREAD MORE,5,1,suprrbbread
some shuttles are durable and some are not. Becomes fast after few shots. Now we prefer mavis 300.READ MORE,3,0,shuttle durable becomes fast shot prefer mavis read
GoodREAD MORE,5,1,goodread
Long lasting..READ MORE,4,1,long lastingread
very good product and value of moneyREAD MORE,5,1,good product value moneyread
Very good productREAD MORE,5,1,good productread
Good product.READ MORE,5,1,good productread
genuine products!READ MORE,5,1,genuine productsread
always good...READ MORE,5,1,always goodread
Just Superb..READ MORE,5,1,superbread
goodREAD MORE,5,1,goodread
very niceREAD MORE,5,1,niceread
good quality nowREAD MORE,5,1,good quality nowread
goodREAD MORE,4,1,goodread
very good shuttleREAD MORE,5,1,good shuttleread
superREAD MORE,3,0,superread
goodREAD MORE,5,1,goodread
original productREAD MORE,5,1,original productread
bad productREAD MORE,1,0,bad productread
very good  quality  this  item'sREAD MORE,5,1,good quality itemsread
old stockREAD MORE,1,0,old stockread
shuttles were faster than usual..wasted moneyREAD MORE,2,0,shuttle faster usualwasted moneyread
its okREAD MORE,2,0,okread
This shuttle is goodREAD MORE,5,1,shuttle goodread
East Or West FlipKart Is the best..... Became a FlipKart fan by delivering within a day. .READ MORE,5,1,east west flipkart best became flipkart fan delivering within day read
poor quality item got this time..READ MORE,1,0,poor quality item got timeread
"seems like not original product disappointed, 50% shuttles wobbling and remaining last for just 1 or 2 matches..READ MORE",2,0,seems like original product disappointed shuttle wobbling remaining last matchesread
